STRUCTURE_NUMBER_008,ADT_029,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060
35336,2250,31.1,13.4,9,9,9
35337,100,9.8,11,N,N,N
35338,100,16.8,7.6,9,9,9
35339,50,7.3,0,N,N,N
3534,324,79.9,9.3,7,7,8
35340,150,18.6,7.9,9,9,9
35341,100,7.6,0,N,N,N
35342,15,13.7,6.2,9,7,9
35343,9723,41.8,28.3,9,9,9
35344,220,33.5,7.9,9,9,9
35345,3698,17.4,14.2,9,9,9
35346,269,20.3,8.7,N,N,N
35347,140,31.1,7.5,9,9,9
35348,35,6.2,0,N,N,N
35349,60,13.7,7.8,9,9,9
3535,40056,46,12.8,7,7,8
35350,50,15.2,7.5,9,9,9
35351,30,25.5,8.1,9,9,9
35352,20,9.6,0,N,N,N
35353,66,38.3,8.1,9,9,9
35354,30,24.2,8.1,9,9,9
35355,22122,127.9,22.1,9,9,9
35356,25,12.1,0,N,N,N
35357,75,13.4,9.8,9,9,9
35358,5067,19.7,12.4,9,9,9
35359,30,41.1,7.9,9,9,9
3536,7213,99.1,13.9,7,7,7
35360,5,36,7.5,9,9,9
35361,100,29,7.3,9,9,9
35363,100,9.8,6.4,7,7,7
35364,100,6.8,8,7,7,7
35365,25,6.3,0,N,N,N
35366,100,7.5,7,7,7,7
35367,100,6.3,7.9,7,7,7
35368,23844,95.1,11.8,9,9,9
35369,30,11.9,6.2,6,7,9
3537,36680,43,12.8,7,7,8
35370,50,14.6,7.3,9,8,8
35371,1866,10.1,0,N,N,N
35372,10,21.3,7.3,9,9,9
35373,14000,8,29.7,N,N,N
35374,150,30.5,7.5,9,9,9
35375,7282,16.6,17.1,9,9,9
35376,5,18.4,5.5,9,9,9
35377,2012,10.1,0,N,N,N
35378,35,10.4,5.5,9,9,9
35379,40,19.5,7.3,8,8,9
3538,174,83.8,9.4,7,7,6
35380,15,7.9,5.5,9,7,9
35381,1304,10,11.3,9,9,9
35382,7000,43.3,15.5,N,N,N
35383,5192,16.8,12.2,9,9,9
35384,40,15.4,7.5,9,9,9
35385,5574,12,14.6,9,9,9
35386,265,11.8,12.2,N,N,N
35387,50,24.6,8.1,9,9,9
35389,34,23.2,7.3,9,9,9
3539,1028,31.4,10.8,7,7,6
35390,35,35.1,7.3,9,9,9
35391,800,10.3,13.7,N,N,N
35392,589,65.1,8.7,9,9,9
35393,803,83.4,9.3,9,9,9
35394,5,12.2,7,9,9,9
35395,5092,48.6,18.5,9,9,9
35396,850,24.1,8.1,9,9,9
35397,532,36.8,8.1,9,9,9
35398,5,9,0,N,N,N
35399,20,9.1,7.5,9,9,9
354,16817,21.3,14.2,5,5,7
3540,15315,104.5,12.6,7,7,6
35400,50,19.5,3.7,7,7,9
35401,10,10.7,6.1,9,9,9
35402,15,38.3,7.3,9,9,7
35403,53,41.5,8,9,9,9
35404,25,18.4,7.3,9,9,8
35405,30,8.3,0,N,N,N
35406,15,10.5,7.5,9,9,9
35408,150,25.8,8.2,9,9,9
35409,2226,31.4,9.3,9,9,9
3541,7213,50.3,13.9,7,7,6
35410,65,6.6,0,N,N,N
35411,668,93.3,8.7,9,9,9
35412,4720,93.4,13.7,9,9,9
35413,5294,121.5,14.2,9,9,9
35414,40,21.9,7.5,9,9,9
35415,15,14,7.8,9,9,9
35416,15,14,7.8,9,9,9
35417,75,27.7,7.5,9,9,9
35418,30,42.2,8.3,7,7,9
35419,15,20.6,8.1,9,9,9
3542,2770,7.3,0,N,N,N
35420,64,27.4,7.5,9,9,9
35421,35,29.9,8.1,9,9,9
35422,4887,67.5,9.3,9,9,9
35423,401,25.8,8.1,9,9,9
35424,10923,160.3,14.2,9,9,9
35425,60,19.2,7.2,9,9,9
35426,413,71.2,9.3,9,9,9
35427,436,76.8,8.1,9,9,9
35428,1111,22.4,8.6,9,9,9
35429,426,18.8,7.9,9,9,9
3543,64,94.8,9,7,7,6
35430,10,11.1,5.8,9,7,9
35431,741,29,8.7,9,9,9
35432,366,23.2,8.1,9,9,9
35433,149,22.1,8.1,9,9,9
35434,20,21.3,4.9,9,9,8
35435,20,6.7,5.4,8,9,9
35436,550,27.4,8.6,9,8,9
35437,20,7,6.7,9,7,9
35438,20,18.4,6.7,9,9,9
35439,30,12.2,7.8,9,9,9
3544,9608,43.3,12.6,7,7,7
35440,35,12.2,5.2,9,9,9
35441,1170,9.1,15.2,N,N,N
35442,474,10.9,8.2,N,N,N
35443,1186,33.1,8.1,9,9,9
35444,8280,37.6,10.6,9,9,9
35445,538,111,10,9,9,9
35446,1071,38.4,8.1,9,9,9
35447,930,28.7,8.7,9,9,9
35448,180,20.1,8.2,9,9,9
35449,58,22.6,8.1,9,9,9
3545,50,14.4,0,N,N,N
35450,30,6.1,0,N,N,N
35451,5,6.4,0,N,N,N
35452,250,36.7,8.6,9,9,9
35453,100,18.3,7.5,9,9,9
35454,982,77.5,9.3,9,9,9
35455,861,102.8,9.3,9,9,9
35456,15799,64.8,12.4,9,9,9
35457,25670,67.7,12.4,9,9,9
35458,1961,99.9,9.3,9,9,9
35459,7079,47.6,14.8,9,9,9
3546,1186,36.9,11.4,7,7,8
35460,18637,41.3,13.9,9,9,9
35462,50,27.4,7,9,9,9
35463,45,14,7.8,9,9,9
35464,100,37.5,7,9,9,9
35465,100,37.5,7,9,9,8
35466,50,11.6,7.5,9,7,9
35467,50,27.7,7,8,8,9
35468,1274,80.4,8.7,9,9,9
35469,65,16.4,8,9,9,9
3547,1186,58.8,11.4,7,7,6
35470,1544,30.7,8.1,9,9,9
35471,5,11.4,7.5,9,9,9
3548,1186,45.4,11.4,7,7,7
3549,7964,76.8,25.8,6,7,7
355,356,26.2,8.1,6,6,7
3550,180,45.1,9,7,7,8
3551,218,47.9,10.8,8,7,5
3552,150,45.1,9,7,7,7
3553,5505,57,12.6,7,7,6
3554,13033,68.9,11.4,6,6,6
3555,6863,153.3,13.9,7,6,6
3556,5614,35.1,14,7,7,6
3557,64240,70.1,16,6,6,6
3558,8812,145.4,12.6,7,7,7
3559,760,53.3,10.8,7,7,7
356,710,47.5,7.5,6,7,6
3560,2662,51.8,12.6,7,8,7
3561,2662,73.5,12.6,7,7,6
3562,4599,14.7,0,N,N,N
3563,130,54.6,9,7,6,7
3564,224,11.4,0,N,N,N
3565,1482,7,12,N,N,N
3566,2873,55.2,12.6,7,7,6
3567,1202,15.3,14.3,N,N,N
3568,7751,41.5,17.5,7,7,8
3569,1631,101.2,12,7,7,7
3570,448,48.5,9,6,7,8
3571,4610,42.4,12.6,6,7,6
3572,982,80.8,10.8,7,7,8
3573,3789,8.8,0,N,N,N
3574,789,60,12,7,7,8
3575,16763,83.2,21.2,6,7,6
3577,1054,80.8,10.8,7,7,8
3578,1113,97.5,10.8,7,7,6
3579,3552,16.1,0,N,N,N
358,795,59.1,8.3,7,7,7
3580,3552,14.6,0,N,N,N
3581,392,57.9,9,7,6,6
3582,104,33.2,10.8,7,7,8
3583,1649,50.9,10.8,7,7,7
3584,28246,45.7,12.6,7,8,7
3585,4610,446.8,12.6,7,6,7
3586,1919,64.3,12,7,6,8
3587,2105,55.8,13.9,7,7,6
3588,2804,9,0,N,N,N
3589,11740,8.1,0,N,N,N
359,166,29,7.5,6,6,6
3590,8020,98.8,17.5,6,6,5
3591,1512,10.5,0,N,N,N
3592,542,8,0,N,N,N
3593,1822,105.2,12.6,7,5,5
3594,1121,124.1,12.6,8,7,7
3595,836,50.3,9,7,7,8
3596,1872,95.1,12.6,6,7,7
3597,382,105.2,9,7,7,7
3598,5011,9.5,0,N,N,N
3599,800,14.2,0,N,N,N
36,42286,60.4,29,7,7,7
360,526,49.4,7.9,6,6,6
3600,1512,40.5,10.8,7,6,8
3601,386,76.5,9,7,7,8
3602,101,9.9,0,N,N,N
3603,338,58.8,9,6,7,7
3604,800,73.5,9,6,5,8
3605,617,39.6,10.8,7,7,6
3606,2380,8.2,0,N,N,N
3607,612,46,12,7,7,6
3608,2793,123.7,12.6,7,7,6
3609,1258,6.3,0,N,N,N
361,526,65.5,7.9,8,6,7
3610,1258,6.3,0,N,N,N
3611,924,77.4,11.9,7,8,8
3612,12413,60.7,12.6,7,7,7
3613,2694,153,10.8,7,7,8
3614,2694,98.1,10.8,7,7,5
3615,4496,116.7,13.9,6,8,6
3616,5209,53.3,13.6,7,7,8
3617,6551,60.7,12.6,7,7,7
3618,6551,90.5,12.6,6,7,7
3619,179,39,9,5,5,7
362,230,45.4,8.1,7,7,7
3620,976,13.4,9.1,N,N,N
3621,4398,20.7,13.9,7,7,7
3622,4332,40.5,12.6,7,7,6
3623,530,41.5,10.8,6,6,6
3624,1166,50.6,10.8,7,8,8
3625,1132,49.7,12.6,7,7,8
3626,2514,62.8,12.6,7,7,6
3627,208,46,9,8,7,7
3628,2136,13.5,0,N,N,N
3629,18236,36.6,12.6,7,7,7
363,8789,12.2,0,N,N,N
3630,176,52.7,9,7,7,7
3631,16282,64.9,12.6,7,7,8
3632,598,52.1,9,7,7,7
3633,488,26.5,9,7,7,7
3634,19033,36.6,12.6,7,6,7
3635,3552,11,0,N,N,N
3636,6746,52.1,13.9,7,7,7
3637,435,30.8,9,7,7,7
3638,2776,86.6,12.6,7,8,6
3639,2261,11.5,0,N,N,N
364,8789,8.1,0,N,N,N
3640,136,14.1,10.8,N,N,N
3641,632,37.8,10.8,7,6,7
3642,14092,126.8,12.6,7,7,7
3643,1967,50.6,10.8,7,7,6
3644,2698,89,13.9,7,7,7
3645,404,13.4,11.1,7,7,7
3646,264,34.1,9,7,7,7
3647,200,63.7,9,7,6,6
3648,2021,76.2,12.6,7,6,7
3649,985,52.4,10.8,7,7,6
365,106558,55.2,39.5,5,5,6
3650,985,65.8,10.8,7,7,6
3651,691,29.6,10.8,7,7,8
3652,1773,130.1,12,6,7,5
3653,2637,59.7,12,7,7,7
3654,3806,32.7,10.8,7,7,6
3655,2414,108.5,12.6,7,7,7
3656,4786,77.1,13.9,7,7,8
3657,1117,129.8,10.8,7,6,8
3658,3830,79.6,12.6,7,7,7
3659,1260,39.6,12.6,7,7,6
366,86992,60,38.6,6,6,7
3660,1475,38.7,12,7,6,9
3661,3135,59.7,12.6,7,6,6
3662,1792,110.3,13.9,7,7,4
3663,1926,121.3,12.6,6,6,6
3664,4786,120.7,13.9,7,7,7
3665,1318,29.6,10.8,7,6,8
3666,62,12.1,0,N,N,N
3667,1154,64.3,10.8,7,7,6
3668,2162,12.8,0,N,N,N
3669,2472,8.8,0,N,N,N
367,2710,27.7,8.1,5,6,6
3670,12598,7.6,0,N,N,N
3671,50,7,9.1,N,N,N
3672,2654,110.6,12,7,7,6
3673,2654,29.3,12,7,7,7
3674,1128,37.8,12,7,7,8
3675,1070,59.4,12,7,7,8
3676,618,26.2,10.8,7,7,7
3677,6680,30.5,12.6,7,7,7
3678,576,70.7,13.9,7,8,7
3679,26709,952.5,15.1,7,6,6
368,14260,7.7,0,N,N,N
3680,3089,65.2,13.9,7,7,7
3681,182,32.3,9,7,7,7
3682,771,25.9,12,7,7,6
3683,4713,63.7,13.9,7,8,8
3684,4355,48.8,13.9,7,7,8
3685,166,33.2,9,7,7,8
3686,11175,23.5,12.6,7,7,7
3687,289,125.6,9,7,6,7
3688,12100,12.3,0,N,N,N
3689,5909,52.7,13.9,6,6,7
369,16598,50,12,7,8,7
3690,3577,41.5,12.6,6,6,8
3691,1382,84.7,10.8,7,8,7
3692,17073,36,17.5,7,6,7
3693,67476,55.2,23.6,7,6,7
3694,221,49.7,9,8,8,9
3695,486,99.4,10.8,7,7,7
3696,490,100.6,9,6,6,6
3697,3412,124.7,13.9,7,7,7
3698,2711,119.5,12.6,7,7,7
3699,2711,61.3,12.6,7,7,6
370,17703,50,12,7,8,7
3700,979,12.3,0,N,N,N
3701,59823,6.3,0,N,N,N
3702,2503,9.7,12.2,N,N,N
3703,10,7.7,0,N,N,N
3704,1926,95.1,12.6,7,6,7
3705,790,8.1,0,N,N,N
3706,750,78.6,12,7,6,8
3707,750,68,12,7,7,6
3708,7787,68.6,12.6,7,6,7
3709,5134,34.4,13.9,7,6,7
371,16748,28.3,13,6,6,7
3710,52400,10,0,N,N,N
3711,19978,97.5,15.1,7,7,5
3712,18407,53.3,12.6,7,7,8
3713,2131,8.4,0,N,N,N
3714,620,7.6,0,N,N,N
3715,838,32.3,10.8,7,7,9
3716,482,42.4,10.8,7,7,9
3717,174,29.6,9,7,7,6
3718,896,58.2,9,7,7,5
3719,9747,60.7,20,8,6,8
372,15915,28.3,13,6,6,7
3720,3419,81.1,12.6,7,7,7
3721,4250,66.4,18.2,7,7,7
3722,12779,75,21.2,6,7,7
3723,4065,29.6,13.9,7,7,8
3724,5122,174.3,13.9,7,7,6
3725,1282,137.5,10.8,7,5,7
3726,321,62.8,9,7,7,9
3727,20951,36,26.7,6,6,6
3728,8304,42.4,23.6,7,6,8
3729,27184,1053.1,17.5,7,6,7
373,16748,40.8,13,7,8,6
3730,29331,1053.1,17.5,7,6,5
3731,5368,46,10.8,7,7,6
3732,4246,61.3,13.9,7,7,9
3733,1677,76.2,10.8,7,7,8
3734,1650,27.7,13.9,7,7,7
3735,1650,33.2,13.9,7,7,8
3736,105,54.9,9,7,5,8
3737,105,93.3,9,7,6,8
3738,105,78.3,9.8,7,6,7
3739,105,11.4,0,N,N,N
374,15915,40.8,13,8,7,6
3740,86,74.7,9,7,6,8
3741,204,112.2,9.3,6,8,7
3742,1621,95.7,13.9,7,7,7
3743,1054,134.7,13.9,6,7,6
3744,22345,37.8,23,7,7,9
3745,6489,755.3,14.8,6,6,8
3746,2328,51.5,12.6,6,5,7
3747,908,55.2,10.8,7,7,6
3748,908,113.7,10.8,6,8,7
3749,598,44.2,10.8,7,7,6
375,15698,60,12.2,6,7,6
3750,73001,54.9,15.1,6,6,8
3751,82869,54.9,22.4,7,7,7
3752,87640,54.9,16.3,7,6,8
3753,1085,54.9,11.4,7,7,8
3754,1085,100.9,11.4,7,7,9
3755,1650,166.7,13.9,7,7,7
3756,3169,61.6,12.6,7,7,7
3757,14988,66.8,21.2,7,7,6
3758,838,78.3,12,7,7,7
3759,1096,114.3,10.8,7,7,7
376,15698,60,12.2,6,7,6
3760,4316,63.7,12.6,7,8,8
3761,4283,81.4,12.6,7,7,6
3762,67476,6.4,0,N,N,N
3763,1453,64,10.8,7,7,7
3764,6116,68.6,21.2,6,7,7
3765,938,10.6,0,N,N,N
3766,1873,36.3,12.6,7,7,9
3767,7666,36,25.8,7,8,7
3768,1542,14.1,0,N,N,N
377,15698,86.9,12.2,6,8,6
3770,2262,90.8,10.8,7,7,5
3771,2262,58.8,10.8,7,7,5
3772,503,50.6,9.6,7,7,7
3773,765,141.1,11.4,7,7,7
3774,4405,60,10.8,7,7,8
3775,1922,667.5,13.8,8,6,6
3776,1922,9.4,0,N,N,N
3777,3440,7.1,13.4,N,N,N
3778,329,40.5,9.6,7,7,7
3779,5154,61.9,12.6,7,6,8
378,15698,86.9,12.2,6,8,7
3780,742,36.9,10.8,7,7,8
3781,1176,46.9,12,7,8,8
3782,220,25,9.6,7,7,7
3783,24430,6.4,0,N,N,N
3784,4823,396.8,13.2,6,7,7
3785,64240,87.2,16.3,7,7,8
3786,13120,51.5,12.6,7,7,6
3787,9590,48.5,12.6,7,7,6
3788,5770,184.7,12.6,6,5,6
3789,5770,61.9,12.6,7,5,7
379,26496,8,0,N,N,N
3790,7655,11.3,0,N,N,N
3791,5517,328,12.6,6,6,6
3792,1184,143.6,11.4,7,7,7
3793,654,10,11.8,N,N,N
3794,2314,81.1,17.5,6,7,5
3795,466,45.1,10.8,8,6,5
3796,3978,123.7,13.9,8,7,7
3797,4774,25.9,12.6,7,7,6
3798,4774,37.8,12.6,7,7,8
3799,12044,69.5,13.9,7,7,7
380,13144,127.1,12.3,4,7,6
3800,20973,253.3,10.1,7,6,6
3801,20477,321.6,10.1,6,7,7
3802,20477,1097.3,11.2,7,7,6
3803,20477,56.7,9.9,7,7,8
3804,16559,287.1,8.8,6,4,7
3805,17002,18.6,7.3,6,6,6
3806,17002,17.1,8.8,6,6,6
3807,33561,842.5,16.9,5,4,5
3808,77083,376.7,16.3,6,6,6
3809,17221,708.1,9,6,7,6
381,4292,6.3,0,N,N,N
3810,73001,520.9,18.7,6,7,7
3811,16735,327.4,9,6,8,7
3812,4014,110,9,6,7,5
3813,196234,36,39.3,7,7,7
3814,22560,52.7,12.7,7,7,8
3815,41357,52.7,15.1,7,7,8
3816,2311,125.3,13.5,7,7,8
3817,1551,163.4,13.5,7,7,8
3818,4109,74.4,16.7,6,7,7
382,1101,31.1,8.4,7,7,5
3821,2839,62.5,12.6,7,8,8
3822,5217,61.6,17.5,7,8,9
3823,679,260.3,12.6,7,8,8
3824,8662,9.5,0,N,N,N
3825,8662,9.5,0,N,N,N
3826,3696,15.1,15.8,N,N,N
3827,4980,6.1,0,N,N,N
3828,5788,39.6,12.6,7,7,7
3829,5607,35.1,12.6,7,7,6
383,8350,21.6,10,4,4,6
3830,1844,137.5,13.9,7,6,6
3831,232,128,9.6,7,7,5
3832,1490,7,0,N,N,N
3833,1490,7.7,0,N,N,N
3834,1490,14.2,0,N,N,N
3835,18126,9.8,20.7,7,7,7
3836,1306,7.6,0,N,N,N
3837,1306,9.6,0,N,N,N
3838,1152,7.6,0,N,N,N
3839,1152,11.8,0,N,N,N
384,1760,9.6,0,N,N,N
3840,1997,141.7,12.6,7,8,7
3841,612,35.1,11.4,7,6,6
3842,12277,86.3,24.8,7,6,7
3843,12600,73.2,28.5,5,7,7
3844,7201,106.7,21.2,6,6,6
3845,5118,12.3,0,N,N,N
3846,5118,12.1,0,N,N,N
3847,4389,95.1,13.9,5,7,7
3848,7291,7.3,0,N,N,N
3849,1704,77.4,12.6,7,7,7
385,3318,63.7,9.6,4,4,6
3850,9221,57.6,16.3,7,7,7
3851,9221,77.1,12.6,7,7,9
3852,806,89,12.6,6,8,7
3853,12841,60.4,12.6,8,8,8
3854,5511,60.4,12.6,8,8,8
3855,12841,46.6,12.6,7,8,8
3856,13186,46.6,12.6,7,7,8
3857,4777,77.7,12.6,6,7,6
3858,4579,12.5,0,N,N,N
3859,4214,7.9,0,N,N,N
386,11894,19.2,0,N,N,N
3860,4214,37.8,13.9,7,7,9
3861,1514,168.9,11.4,7,6,5
3862,6,7.2,0,N,N,N
3863,4447,120.1,12.6,7,6,7
3864,9329,37.8,12.6,7,8,7
3865,6296,89,24.8,5,7,6
3866,100808,8.1,0,N,N,N
3867,8252,105.2,12.6,7,7,8
3868,3405,72.8,12.6,7,7,7
3869,3440,8,0,N,N,N
387,1642,73.5,10,8,7,7
3870,1008,290.5,10.8,7,7,7
3871,38273,65.8,12.6,8,8,8
3872,38323,57.9,12.6,7,8,8
3873,1036,74.7,10.2,7,8,8
3874,38273,143.9,17.5,8,8,8
3875,38323,148.1,12.6,8,8,8
3876,3494,55.2,13.9,7,5,8
3877,1636,14.8,0,N,N,N
3878,5909,55.2,13.9,7,7,9
3879,2911,64.9,13.9,7,7,6
388,4643,46.6,9.6,6,6,7
3880,2911,8.2,0,N,N,N
3881,1459,67.4,11.4,7,7,9
3882,168,86,9.6,8,8,8
3883,902,98.5,11.4,7,7,8
3884,1121,81.4,12.6,7,7,7
3885,14095,6.6,0,N,N,N
3886,902,46,11.4,7,8,8
3887,1704,51.8,10.8,7,6,9
3888,34554,81.1,29.7,7,8,8
3889,1958,26.2,12.6,6,6,6
389,2906,65.2,7.5,8,6,7
3890,11066,577.9,13,7,5,7
3891,1773,12.5,12.5,N,N,N
3892,1773,82.9,12.6,8,8,7
3893,35272,7.6,0,N,N,N
3894,2126,36,12.6,7,6,7
3895,927,80.2,10.8,7,7,8
3896,5552,58.8,13.9,7,8,8
3897,1840,43,12.6,7,8,7
3898,5980,91.4,17.5,7,8,7
3899,5236,6.9,0,N,N,N
39,1468,61,8.4,3,3,4
390,2906,50,7.5,8,6,7
3900,1101,92,10.8,7,8,6
3901,10812,7.4,0,N,N,N
3902,5126,92.7,12.6,7,7,8
3903,5686,92.7,12.6,7,7,6
3904,64240,55.5,16,7,6,4
3905,64638,55.5,16,7,6,3
3906,4883,55.5,15.1,6,6,4
3907,5596,54.9,11.4,7,6,4
3908,1551,107,13.5,7,7,9
3909,6211,58.2,13.9,7,8,8
391,422,6.3,8.8,N,N,N
3910,1623,149.7,13.9,7,7,8
3911,2261,129.2,9.6,7,7,8
3912,2272,44.5,9.6,7,7,7
3913,966,64.9,10.8,7,5,8
3914,1857,28.7,10.9,7,7,8
3915,6245,85.3,12.6,7,8,8
3916,356,61,9.6,8,6,8
3917,15326,83.2,13.7,7,8,6
3918,3322,226.2,13.9,8,6,7
3919,774,51.2,9.6,8,8,7
392,4245,7,0,N,N,N
3920,1588,9.5,0,N,N,N
3921,429,63.7,10.6,7,7,9
3922,2783,61.3,9.2,7,7,6
3923,14603,116.7,12.6,7,7,8
3924,9968,54.3,19.1,6,7,7
3925,76596,7,0,N,N,N
3926,10064,7.7,0,N,N,N
3927,3623,7.3,0,N,N,N
3928,336,9.9,0,N,N,N
3929,6024,448.7,12.6,7,6,5
393,2490,56.7,8.1,4,7,7
3930,5544,8.8,0,N,N,N
3931,1196,78,10.8,7,7,6
3932,923,76.5,9,7,8,8
3933,3875,54.3,12.6,7,7,8
3934,3875,30.5,12.6,8,8,9
3935,693,102.7,9.6,7,6,6
3936,2477,81.7,13.3,7,7,7
3937,6085,65.2,10.2,7,7,7
3938,5267,67.4,12.6,7,7,8
3939,5267,86,9.6,7,8,7
394,94716,17,0,N,N,N
3940,244,237.4,9.7,3,7,7
3941,6759,103.9,23,7,8,8
3942,30614,10.5,24.4,N,N,N
3943,536,10.1,11.2,N,N,N
3944,9590,66.4,12.6,7,7,6
3945,3622,99.4,18.2,6,6,6
3946,176,44.5,9.6,8,6,6
3947,32069,41.5,21.2,7,7,8
3948,22250,52.4,30.5,7,7,7
3949,4650,50.6,13.9,7,6,6
395,38438,20.3,26.5,N,N,N
3950,252,93.9,9,7,9,8
3951,4650,67.1,13.9,7,7,8
3953,540,11.7,0,N,N,N
3954,7339,1222.2,13.3,6,4,5
3955,2768,40.2,11.2,7,8,7
3956,1941,7.6,0,N,N,N
3957,1941,57.3,12.6,8,6,6
3958,450,46.9,10.8,7,7,8
3959,3731,38.7,19.8,7,8,9
396,34391,16.4,0,N,N,N
3960,3858,39,19.2,8,8,9
3961,16920,60.7,25.8,7,7,7
3962,2868,68,13.3,7,8,9
3963,870,58.8,10.8,7,7,8
3964,2012,15.8,10.8,7,7,6
3965,1208,11.4,0,N,N,N
3966,1428,15.8,10.8,N,N,N
3967,5239,35.1,12.6,7,7,7
3968,373,51.5,10.8,8,7,6
3969,420,53.9,10.8,8,7,8
3970,23548,91.4,16.3,7,7,7
3971,24396,85.3,16.3,7,8,7
3972,1861,42.4,10.8,7,7,7
3973,5051,35.1,13.9,7,7,6
3974,24396,406.6,12.6,7,7,7
3975,11837,410.3,12.6,6,7,6
3976,558,57.3,9.6,8,8,8
3977,452,38.7,10.8,7,6,9
3978,1954,45.4,12.6,7,6,6
3979,34223,55.5,17.6,6,7,6
3980,87480,87.8,19.7,7,7,8
3981,40250,169.8,16.3,6,6,5
3982,8425,39.9,12.6,7,7,6
3983,596,39,9.6,7,6,6
3984,10744,78,12.6,7,6,7
3985,10744,178,12.6,7,7,7
3986,74473,109.1,35.2,7,7,7
3987,40250,55.5,17.6,7,6,6
3988,34223,55.5,17.6,7,7,6
3990,12188,88.4,12.6,6,6,7
3991,40250,51.5,12.6,6,7,8
3992,5859,54.3,12.6,6,7,8
3993,2805,6.3,0,N,N,N
3994,4356,7.5,0,N,N,N
3995,282,114.9,9.6,7,7,6
3996,2250,81.7,13.9,7,7,7
3997,17461,91.1,28.5,6,7,6
3998,6418,64.6,13.9,7,7,6
3999,1462,58.2,11.4,7,7,7
4,5274,62.1,8.1,7,7,7
40,30285,11.1,0,N,N,N
400,5654,42.4,17.3,7,6,6
4000,4220,30.5,12.6,7,7,9
4001,10467,46.6,12.6,7,7,7
4002,10467,111.9,12.6,7,6,9
4003,488,46,9.6,7,8,7
4004,2291,76.2,12.6,7,7,8
4005,11385,376.4,13.9,6,8,6
4006,3164,159.4,13.9,7,8,8
4007,28240,1220.3,16.5,6,7,5
4008,3331,6.9,0,N,N,N
4009,3841,40.5,12.6,7,7,7
4011,1453,58.8,10.8,7,7,6
4012,5543,80.8,13.9,8,8,6
4013,3076,7.3,0,N,N,N
4014,87480,80.8,22.1,7,7,7
4015,432,53.6,10.8,7,7,7
4016,16327,59.7,27.3,6,6,7
4017,884,7.1,0,N,N,N
4018,2345,10.5,0,N,N,N
402,14438,84.4,9.6,6,7,7
4020,29482,15.3,0,N,N,N
4021,5604,86.9,13.9,8,7,8
4022,954,14,7.9,N,N,N
4023,3957,14.1,0,N,N,N
4024,3957,15.3,0,N,N,N
4025,1630,45.4,13.9,7,7,9
4026,382,14.3,0,N,N,N
4027,1630,128.9,13.9,6,7,8
4028,4907,32.6,11.4,7,7,7
4029,6287,126.5,16.3,6,8,6
403,29675,10.7,0,N,N,N
4030,5514,43.3,12.7,7,7,8
4031,6656,8.1,7.3,N,N,N
4032,4405,14.6,0,N,N,N
4033,1588,7.2,0,N,N,N
4034,6438,55.2,12.6,7,6,8
4035,81634,6.6,0,N,N,N
4036,81634,10.1,0,N,N,N
4038,39931,66.4,17.6,7,9,9
4039,3623,170.7,11.7,7,6,8
404,2262,13.3,8.8,N,N,N
4040,9315,169.8,11.7,7,8,8
4041,44682,346.9,19,7,8,8
4042,44241,346.6,19,7,8,8
4043,24037,71.3,17.6,6,7,7
4044,4940,370.6,13.9,7,8,7
4045,3716,30.2,12.7,7,6,8
4046,463,65.8,10.8,8,5,8
4047,1410,56.1,11.4,8,8,6
4048,40250,55.5,17.6,7,7,6
4049,1503,75.9,12.6,7,7,7
405,2262,7.6,8.8,N,N,N
4050,10143,33.8,24.4,7,7,7
4051,652,64.3,12.6,7,7,8
4052,690,24.4,10.8,7,7,8
4053,480,168.9,10.7,6,6,7
4054,13731,12.1,0,N,N,N
4055,68,43.3,8.1,8,8,8
4056,3796,13.6,0,N,N,N
4057,214,68,9.1,7,8,8
4058,49875,11.5,0,N,N,N
4059,899,29.9,10.8,7,7,8
406,5212,52.4,8.1,7,7,6
4060,382,10.5,0,N,N,N
4061,2798,13.3,0,N,N,N
4063,6876,8.1,0,N,N,N
4064,6876,61,18.1,7,8,8
4065,4731,75,18.1,7,7,7
4066,1958,32.6,12.6,7,7,8
4067,8396,34.1,12.6,8,6,6
4068,500,75,10.8,7,7,7
4069,22978,80.8,25.8,7,7,7
407,1802,132.3,7.5,6,6,6
4070,10555,75,14.8,7,7,9
4071,667,6.5,0,N,N,N
4072,9062,72.5,22.4,7,8,9
4074,3969,108.2,12.6,7,6,6
4075,3969,107,12.6,7,6,7
4076,13290,1368.6,26.1,7,7,7
4078,41613,171,25.5,7,7,6
4079,41613,43,25.5,7,7,7
408,2138,78.9,7.5,6,7,6
4080,39910,9.5,0,N,N,N
4081,1554,30.5,12.6,6,6,8
4082,1554,10.8,0,N,N,N
4083,1852,8.3,0,N,N,N
4084,1852,7.6,0,N,N,N
4085,1852,7,0,N,N,N
4086,4156,42.4,12.6,7,7,9
4087,5109,100.3,12.7,7,8,6
4088,59371,58.2,33.4,7,7,7
4089,10990,1205.8,26.3,7,8,6
409,2138,235.6,7.5,5,6,6
4090,1958,31.7,12.6,6,6,7
4091,5376,263.3,13,7,7,6
4093,5081,40.8,12.6,7,6,8
4094,7561,124.4,9.6,6,7,6
4095,11730,48.5,14.3,7,7,8
4096,5628,66.4,12.6,7,8,8
4097,7051,66.4,12.6,7,8,8
